id,name,role,level,domain,profession,skills,goal,language,format
mentee_6096b110,Валерия Михайлов,mentee,junior,Backend,Java Developer,sql; node.js; kubernetes; rest api; redis; ui/ux,Разобраться с системным дизайном,ru+en,online
mentee_042ab34e,Ирина Лебедев,mentee,junior,Blockchain,Web3 Engineer,,,,
mentee_997b1dde,Григорий Егоров,mentee,junior,Mobile,Android Developer,,Сменить специальность,ru,online
mentee_ce6d525b,Алина Соколов,mentee,senior,Data Science,Data Analyst,kafka; sql; scikit-learn; statistics; numpy; pytorch; R; airflow; docker; terraform,Разобраться с архитектурой,ru,hybrid
mentee_84ffd4ac,Артём Лебедев,mentee,junior,Blockchain,Smart Contract Developer,solidity; web3.js; hardhat; truffle; typescript,Подготовиться к интервью в FAANG,ru,online
mentee_c8bc01bf,Наталья Лебедев,mentee,middle,Data Science,BI Analyst,,Подготовиться к интервью в FAANG,ru,
mentee_880eda3e,Алексей Андреев,mentee,middle,Game Development,Technical Artist,lua; opengl; python; blender; unity; c++; git,Начать карьеру в IT,en,offline
mentee_d7484de0,Ирина Захаров,mentee,middle,Product Analytics,Product Analyst,looker; a/b testing; python; sql; google analytics; power bi,Освоить новый стек,ru,online
mentee_4518b89f,Никита Макаров,mentee,junior,Blockchain,Web3 Engineer,ethereum; nft; typescript,Разобраться с архитектурой,,hybrid
mentee_35efc354,Надежда Иванов,mentee,senior,Mobile,Android Developer,firebase; java; android studio; kotlin; react native; rest api; xcode; flutter,Освоить облачные технологии,ru,online
mentee_f43d8e5c,Елена Михайлов,mentee,middle,Game Development,Unity Developer,opengl; unity; physics simulation; git; blender; unreal engine,Научиться менеджменту в IT,ru,online
mentee_1631f50c,Людмила Орлов,mentee,junior,Data Science,Computer Vision Engineer,,Вырасти до Lead/Principal,ru,
mentee_d9ad8b5d,Людмила Морозов,mentee,junior,DevOps,Cloud Engineer,kubernetes; terraform; helm,Научиться менеджменту в IT,,online
mentee_0216712f,Михаил Соколов,mentee,junior,Product Analytics,Product Analyst,mixpanel; power bi; looker; statistics,Пройти сертификацию,,
mentee_2c5294b5,Юлия Семёнов,mentee,junior,Data Science,Research Scientist,spark; sql; docker; mlflow; css,Вырасти до Senior,ru,online
mentee_7d2ca175,Валерия Макаров,mentee,junior,DevOps,Kubernetes Engineer,github actions; azure; aws; grafana,Разобраться с архитектурой,ru,online
mentee_a6ebca8b,Людмила Михайлов,mentee,middle,Data Science,MLOps Engineer,scikit-learn; pytorch; numpy; airflow; sql,Улучшить soft skills,,
mentee_61cf31d8,Павел Никитин,mentee,junior,Backend,Database Engineer,microservices; python; allure,Освоить новый стек,ru,hybrid
mentee_3ca38648,Кирилл Борисов,mentee,junior,Data Science,ML Engineer,pandas; airflow; statistics; pytorch; R; figma,,ru,online
mentee_af512b6c,Егор Смирнов,mentee,middle,DevOps,Infrastructure Engineer,github actions; kubernetes; linux; grafana; prometheus; ansible,Запустить собственный продукт,ru,online
mentee_0817dadf,Арсений Иванов,mentee,middle,Product Analytics,Product Analyst,statistics; google analytics; amplitude; looker; power bi; mixpanel,Начать карьеру в IT,en,hybrid
mentee_17836acd,Максим Соколов,mentee,junior,Backend,Python Developer,java; microservices; node.js,Разобраться с системным дизайном,,
mentee_5898ec51,Юлия Смирнов,mentee,junior,Frontend,Frontend Developer,vue; webpack,Вырасти до Senior,ru+en,online
mentee_2d2de4b5,Ксения Новиков,mentee,junior,Game Development,Unreal Engine Developer,physics simulation; git; css,Начать карьеру в IT,ru+en,online
mentee_84cb0a80,Вера Соловьёв,mentee,junior,DevOps,DevOps Engineer,kubernetes; aws; github actions; gcp,Вырасти до Lead/Principal,ru,online
mentee_c75725cc,Ольга Борисов,mentee,junior,Backend,Software Engineer,mongodb; rest api; kubernetes,Пройти сертификацию,ru,online
mentee_cafe7a09,Владимир Степанов,mentee,junior,Blockchain,Crypto Analyst,solidity; defi; ethers.js; cryptography,Разобраться с системным дизайном,ru,online
mentee_b6b5d3d4,Вера Макаров,mentee,middle,Blockchain,Blockchain Developer,truffle; web3.js; hardhat; defi; solidity; ethers.js; ethereum; typescript,Вырасти до Senior,ru,online
mentee_df4dbe27,Валерия Зайцев,mentee,junior,QA,QA Engineer,allure; pytest; python; selenium,Разобраться с архитектурой,en,online
mentee_1915cb0d,Владимир Попов,mentee,junior,Game Development,Gameplay Programmer,unity; lua; c++; blender,Разобраться с системным дизайном,,
mentee_374b83fe,Александр Степанов,mentee,junior,Blockchain,Web3 Engineer,ethereum; solidity; defi; ethers.js,Освоить облачные технологии,,online
mentee_26fa3f71,Арсений Соловьёв,mentee,junior,Blockchain,Solidity Developer,hardhat; truffle; solidity; nft,Запустить собственный продукт,,
mentee_90bce73a,Дмитрий Фёдоров,mentee,senior,Backend,Systems Architect,postgresql; kafka; rest api; microservices; redis; go; mongodb; kubernetes; java; sql,Научиться менеджменту в IT,,
mentee_6a679d41,Кирилл Соколов,mentee,middle,Blockchain,Blockchain Developer,web3.js; defi; python; nft; pytest,Освоить облачные технологии,ru+en,offline
mentee_887f18b4,Александр Васильев,mentee,junior,Game Development,Unreal Engine Developer,c#; python; game design; physics simulation; unity; jira,Вырасти до Lead/Principal,en,online
mentee_9e8b6227,Ольга Новиков,mentee,junior,DevOps,Cloud Engineer,azure; linux; bash; prometheus; aws,Перейти в ML/Data Science,ru,online
mentee_d38f0fee,Ирина Смирнов,mentee,junior,Product Analytics,A/B Test Specialist,python; tableau; excel,Сменить специальность,ru,hybrid
mentee_8858bebd,Роман Васильев,mentee,junior,Cybersecurity,Penetration Tester,metasploit; penetration testing; network security; linux,Перейти в другую компанию,en,online
mentee_38181e12,Иван Морозов,mentee,junior,Backend,Go Developer,python; rest api; postgresql,,ru+en,online
mentee_b7c2eaf6,Егор Лебедев,mentee,middle,DevOps,Kubernetes Engineer,github actions; linux; grafana; ansible,,ru,online
mentee_de9e2bb9,Наталья Степанов,mentee,middle,Backend,Backend Developer,sql; grpc; node.js; java; mongodb; rest api,Перейти в ML/Data Science,en,online
mentee_b49623e3,Алексей Андреев,mentee,middle,Game Development,Unity Developer,,Освоить новый стек,ru,
mentee_69cc1b4b,Наталья Макаров,mentee,senior,Product Analytics,Web Analyst,sql; google analytics; python; a/b testing; amplitude; mixpanel; excel; tableau,Запустить собственный продукт,ru+en,hybrid
mentee_64a8699b,Михаил Зайцев,mentee,middle,Game Development,Game Developer,physics simulation; c#; blender; python; c++; game design; git; lua,Улучшить soft skills,ru,online
mentee_1ec8bae1,Кирилл Борисов,mentee,junior,Cybersecurity,Incident Response Analyst,metasploit; wireshark; python,Перейти в другую компанию,ru,offline
mentee_3db209f3,Андрей Васильев,mentee,senior,Frontend,Vue Developer,,,,
mentee_076b2e16,Антон Андреев,mentee,middle,DevOps,Cloud Engineer,grafana; terraform; azure; docker; github actions; bash; ansible; helm,Сменить специальность,,online
mentee_cb8e102c,Ксения Алексеев,mentee,middle,Game Development,Game Designer,physics simulation; git; python; unity; blender; unreal engine; lua,,ru,online
mentee_934d4a90,Ольга Смирнов,mentee,middle,Game Development,Game Designer,,,,
mentee_3479fdf2,Никита Макаров,mentee,middle,Mobile,Android Developer,,Пройти сертификацию,ru,
mentee_6615b4c2,Ольга Алексеев,mentee,junior,DevOps,DevOps Engineer,kubernetes; bash; grafana; java,Пройти сертификацию,ru+en,online
mentee_ed678b58,Екатерина Иванов,mentee,senior,DevOps,DevOps Engineer,kubernetes; jenkins; grafana; github actions; terraform; aws; prometheus; linux; bash,Подготовиться к интервью в FAANG,ru+en,online
mentee_79b4301a,Егор Михайлов,mentee,middle,Blockchain,DeFi Developer,,Сменить специальность,en,hybrid
mentee_db6ed317,Тамара Семёнов,mentee,middle,Product Analytics,Growth Analyst,python; sql; statistics; amplitude,Подготовиться к интервью в FAANG,ru,online
mentee_46187e57,Кирилл Соловьёв,mentee,middle,Mobile,Swift Developer,java; firebase; kotlin; git; ui/ux; objective-c; react native; xcode,Разобраться с архитектурой,ru+en,hybrid
mentee_6daa4466,Владимир Николаев,mentee,junior,Mobile,Mobile Architect,react native; rest api; firebase; java,Освоить облачные технологии,ru+en,online
mentee_243864d3,Андрей Михайлов,mentee,junior,DevOps,SRE,,,ru+en,online
mentee_b8f5ce09,Екатерина Фёдоров,mentee,middle,Product Analytics,Product Analyst,,,en,hybrid
mentee_9a5b3d50,Светлана Семёнов,mentee,senior,Game Development,Unity Developer,game design; git; python; blender; unity; c++; physics simulation; unreal engine,Научиться менеджменту в IT,ru+en,hybrid
mentee_d93173d7,Ксения Алексеев,mentee,junior,Data Science,Data Scientist,numpy; airflow; statistics; grafana,Улучшить soft skills,ru,online
mentee_09d87a29,Виктория Борисов,mentee,middle,DevOps,CI/CD Engineer,terraform; gcp; azure; jenkins; grafana; helm; aws; prometheus,Сменить специальность,ru,online
mentee_ac39aefe,Вера Соловьёв,mentee,junior,Cybersecurity,Malware Analyst,network security; nmap; penetration testing; metasploit; wireshark,Научиться менеджменту в IT,ru,online
mentee_e41fe401,Юлия Соколов,mentee,junior,DevOps,DevOps Engineer,azure; grafana; prometheus; jenkins,,ru+en,online
mentee_0758ff82,Кирилл Попов,mentee,senior,Cybersecurity,Incident Response Analyst,python; nmap; burp suite; penetration testing; metasploit; wireshark; owasp,Улучшить soft skills,ru,hybrid
mentee_f3a69cf9,Максим Зайцев,mentee,junior,Game Development,Gameplay Programmer,blender; lua; unreal engine; python; opengl,Разобраться с системным дизайном,ru,hybrid
mentee_70bcbab2,Надежда Новиков,mentee,middle,Game Development,Gameplay Programmer,unreal engine; python; c++; game design; blender,Пройти сертификацию,ru,hybrid
mentee_a8d9a348,Андрей Егоров,mentee,junior,QA,SDET,sql; jira; python; allure; api testing,Запустить собственный продукт,ru,hybrid
mentee_5c6cfee0,Анна Егоров,mentee,junior,DevOps,CI/CD Engineer,linux; kubernetes; helm; github actions; solidity,Перейти в другую компанию,en,hybrid
mentee_3e2165da,Людмила Николаев,mentee,junior,Product Analytics,Retention Analyst,,,ru,hybrid
