id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback
mentee_69cdaedc,Екатерина Соловьёв,middle,2,Blockchain,Solidity Developer,ru,ru,hybrid,hybrid|offline|online,smart contracts; web3.js; truffle; hardhat; typescript; nft; rust; defi,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_f6bd928a,Владимир Смирнов,junior,1,Product Analytics,CRM Analyst,,,online,online,sql; power bi; a/b testing; looker,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_0238de51,Иван Петров,middle,2,Backend,Database Engineer,en,en,hybrid,hybrid|offline|online,postgresql; docker; redis; python; node.js; sql; mongodb,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0
mentee_4cde36bf,Егор Васильев,middle,2,Blockchain,Smart Contract Developer,,,,,smart contracts; nft; solidity; typescript; web3.js; ethers.js,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0
mentee_9e904760,Ольга Алексеев,junior,1,Product Analytics,Retention Analyst,en,en,hybrid,hybrid|offline|online,a/b testing; looker; sql,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_0e57e997,Антон Никитин,senior,3,Frontend,UI Developer,ru,ru,online,online,,1,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_d5b9c432,Алина Никитин,senior,3,Game Development,Gameplay Programmer,en,en,online,online,game design; physics simulation; c#; c++; opengl; git; unity; unreal engine,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_8918cece,Андрей Лебедев,middle,2,Product Analytics,Retention Analyst,ru,ru,hybrid,hybrid|offline|online,python; statistics; amplitude; looker; power bi; mixpanel; excel; tableau,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_e632570b,Александр Борисов,senior,3,DevOps,SRE,ru,ru,hybrid,hybrid|offline|online,terraform; github actions; ansible; bash; linux; jenkins; kubernetes; azure; helm,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_e82cda60,Татьяна Кузнецов,middle,2,Mobile,Mobile Architect,ru,ru,online,online,swift; java; react native; android studio; firebase; kotlin; vite,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_46dc6521,Вера Соловьёв,middle,2,Blockchain,Blockchain Developer,,,online,online,defi; smart contracts; nft; web3.js; typescript; hardhat; python; truffle,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_dd64c968,Андрей Борисов,junior,1,Mobile,iOS Developer,ru,ru,offline,offline,git; android studio; firebase; xcode; react native,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_3bae0521,Сергей Борисов,middle,2,Game Development,Unity Developer,,,,,lua; game design; c#; blender; c++; physics simulation,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_cf9d882b,Татьяна Иванов,junior,1,DevOps,DevOps Engineer,en,en,online,online,aws; docker; kubernetes; gcp; google analytics,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0
mentee_b7f26557,Григорий Соловьёв,junior,1,QA,SDET,ru,ru,hybrid,hybrid|offline|online,allure; test planning; sql; cypress,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0
mentee_c5f4e32c,Михаил Михайлов,junior,1,DevOps,CI/CD Engineer,ru,ru,online,online,docker; prometheus,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0
mentee_92ecf2a7,Антон Новиков,junior,1,Frontend,TypeScript Developer,ru,ru,online,online,html; angular; typescript; next.js,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_e047860f,Кирилл Кузнецов,senior,3,QA,Test Automation Engineer,,,,,test planning; selenium; python; cypress; allure; jira; power bi,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_efb0618e,Александр Фёдоров,junior,1,Data Science,Data Analyst,ru,ru,online,online,mlflow; python; kafka; pandas; spark,0,"0.0884,0.0148,0.0137,0.7227,0.0279,0.0093,0.0228,0.0055,0.0657,0.0291",0
mentee_e2293558,Ольга Фёдоров,middle,2,Backend,Python Developer,ru+en,en|ru,hybrid,hybrid|offline|online,java; python; redis; grpc; kafka; docker,0,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0
mentee_c0b8a231,Иван Борисов,junior,1,Frontend,Frontend Developer,ru,ru,online,online,graphql; angular; react,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0
mentee_bd6c5de8,Алина Кузнецов,junior,1,Cybersecurity,Incident Response Analyst,ru,ru,online,online,cryptography; penetration testing,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_aac930d4,Кирилл Орлов,junior,1,DevOps,Kubernetes Engineer,ru,ru,online,online,helm; aws,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_0ecb55b6,Анна Новиков,senior,3,DevOps,CI/CD Engineer,ru,ru,,,,1,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0
mentee_ae06e31a,Сергей Степанов,junior,1,Cybersecurity,Malware Analyst,ru+en,en|ru,online,online,python; network security; nmap; vite,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0
mentee_7ddf624f,Кирилл Васильев,middle,2,Frontend,Frontend Developer,ru,ru,online,online,webpack; css; vite; javascript; aws,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0
mentee_7aefba0c,Максим Макаров,junior,1,Mobile,Kotlin Developer,,,,,,1,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0
mentee_1cd51c10,Ирина Михайлов,junior,1,Blockchain,Blockchain Developer,,,,,rust; ethers.js,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_b32c75fe,Наталья Зайцев,middle,2,Product Analytics,Marketing Analyst,ru,ru,online,online,a/b testing; amplitude; looker; mixpanel; google analytics; gcp,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_ea55f0c8,Светлана Захаров,middle,2,Blockchain,Web3 Engineer,,,,,,1,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_ef5f8f9a,Антон Лебедев,junior,1,Game Development,Game Developer,ru,ru,online,online,,1,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_72ffacc5,Михаил Павлов,middle,2,DevOps,CI/CD Engineer,,,,,,1,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0
mentee_5ce60ef5,Елена Андреев,junior,1,Data Science,NLP Engineer,ru,ru,hybrid,hybrid|offline|online,kafka; pandas; pytorch; mlflow; python,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_47cef337,Денис Новиков,junior,1,Frontend,Frontend Developer,ru,ru,online,online,,1,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0
mentee_f8104eea,Владимир Новиков,junior,1,Backend,Software Engineer,ru,ru,offline,offline,python; node.js,0,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0
mentee_c6af01f2,Владимир Захаров,middle,2,Cybersecurity,Security Architect,ru,ru,online,online,siem; python; network security; metasploit; wireshark,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0
mentee_b3acf3fa,Денис Новиков,junior,1,Data Science,MLOps Engineer,ru,ru,online,online,numpy; python,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_3b803613,Ольга Зайцев,middle,2,Game Development,Gameplay Programmer,en,en,,,,1,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_83769c60,Татьяна Захаров,middle,2,Cybersecurity,Security Engineer,,,,,burp suite; metasploit; penetration testing; nmap; wireshark; python,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0
mentee_a0ce4082,Виктория Козлов,junior,1,Product Analytics,Marketing Analyst,,,online,online,a/b testing; sql; amplitude; python,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_963f7fb5,Светлана Кузнецов,junior,1,Mobile,Android Developer,,,,,,1,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_28ff39ca,Елена Петров,junior,1,DevOps,Infrastructure Engineer,ru,ru,offline,offline,grafana; linux; ansible; jmeter,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
mentee_9ebf9acc,Арсений Волков,senior,3,QA,QA Engineer,ru,ru,offline,offline,postman; api testing; python; sql; jmeter; cypress; appium,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_3773285a,Елена Никитин,middle,2,Cybersecurity,AppSec Engineer,ru,ru,online,online,wireshark; siem; network security; penetration testing; nmap; python; linux; excel,0,"0.0195,0.026,0.8141,0.016,0.0521,0.0034,0.0211,0.0032,0.0272,0.0175",0
mentee_69577679,Ксения Михайлов,middle,2,QA,Test Analyst,,,hybrid,hybrid|offline|online,jira; pytest; selenium; jmeter; cypress; test planning; postman; api testing; a/b testing,0,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0
mentee_970502e6,Владимир Морозов,middle,2,Data Science,Data Scientist,ru,ru,online,online,,1,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0
mentee_cfb2b663,Сергей Зайцев,junior,1,Product Analytics,Retention Analyst,ru,ru,online,online,looker; a/b testing,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_c29d6488,Тимур Морозов,junior,1,QA,Manual Tester,ru,ru,online,online,postman; jmeter; jira; git; cypress,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0
mentee_60b86058,Екатерина Васильев,junior,1,Game Development,Gameplay Programmer,en,en,hybrid,hybrid|offline|online,opengl; game design; c#; unreal engine; blender,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_7616af1f,Арсений Павлов,junior,1,Product Analytics,Retention Analyst,ru,ru,online,online,looker; google analytics; mixpanel; python,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_b90d08b6,Роман Волков,junior,1,Mobile,Swift Developer,ru,ru,hybrid,hybrid|offline|online,rest api; react native; swift,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0
mentee_344661a7,Валерия Егоров,junior,1,Game Development,Unreal Engine Developer,en,en,online,online,game design; unreal engine,0,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0
mentee_9ba4bb44,Александр Иванов,middle,2,Backend,Systems Architect,ru,ru,online,online,grpc; mongodb; sql; python,0,"0.6242,0.0178,0.0146,0.0912,0.061,0.0036,0.0225,0.0912,0.0412,0.0326",0
mentee_44ec22c9,Дарья Захаров,middle,2,Backend,Backend Developer,ru,ru,offline,offline,kafka; microservices; kubernetes; mongodb; a/b testing,0,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0
mentee_f102e0b4,Наталья Семёнов,middle,2,Mobile,Swift Developer,ru,ru,hybrid,hybrid|offline|online,java; xcode; objective-c; rest api; flutter,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0
mentee_c4200326,Виктория Орлов,senior,3,Product Analytics,A/B Test Specialist,,,online,online,mixpanel; excel; tableau; statistics; power bi; looker; python; amplitude,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0
mentee_aaf54027,Наталья Волков,middle,2,DevOps,Platform Engineer,en,en,online,online,docker; grafana; aws; gcp; bash; kubernetes; github actions; azure,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0
mentee_c883ac08,Сергей Волков,junior,1,DevOps,Kubernetes Engineer,ru+en,en|ru,online,online,,1,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_d7a710db,Валерия Борисов,junior,1,DevOps,DevOps Engineer,ru+en,en|ru,online,online,gcp; github actions; terraform; helm; docker,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0
mentee_b027ec57,Никита Никитин,middle,2,Product Analytics,Product Analyst,ru,ru,online,online,sql; power bi; mixpanel; google analytics; tableau; amplitude; docker,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0
mentee_98f2b566,Сергей Борисов,junior,1,QA,Performance Tester,ru,ru,hybrid,hybrid|offline|online,selenium; postman; appium; cypress; jmeter,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_4ef9680c,Елена Егоров,middle,2,Mobile,Mobile Architect,,,online,online,android studio; firebase; swift; xcode; objective-c,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_c6256616,Дмитрий Алексеев,senior,3,Data Science,Research Scientist,ru,ru,online,online,pytorch; docker; r; statistics; python; numpy,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0
mentee_9a14fb2a,Наталья Зайцев,middle,2,Product Analytics,Growth Analyst,en,en,online,online,,1,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0
mentee_62641291,Валерия Морозов,middle,2,QA,Performance Tester,ru,ru,online,online,test planning; selenium; appium; jmeter; postman; cypress; grpc,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_4cccb9b6,Полина Кузнецов,junior,1,DevOps,Kubernetes Engineer,,,,,azure; bash; docker; github actions; helm,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_6d51e835,Ксения Михайлов,senior,3,Game Development,Game Developer,ru,ru,online,online,unreal engine; c++; physics simulation; game design; lua; blender; opengl,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_62af57ba,Кирилл Андреев,junior,1,Mobile,iOS Developer,ru+en,en|ru,online,online,,1,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_5803d463,Михаил Козлов,senior,3,Frontend,Web Developer,ru,ru,hybrid,hybrid|offline|online,vite; webpack; angular; graphql; typescript; react; css; tailwind; next.js,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0
mentee_c5e67ca5,Павел Козлов,middle,2,Blockchain,DeFi Developer,ru,ru,online,online,hardhat; ethers.js; defi; rust; smart contracts; ethereum; solidity; html,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_12ae40bf,Егор Кузнецов,junior,1,Blockchain,DeFi Developer,ru,ru,hybrid,hybrid|offline|online,nft; ethereum; python,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_779f6c4c,Юлия Зайцев,junior,1,DevOps,Cloud Engineer,ru,ru,online,online,azure; bash; docker; grafana; physics simulation,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0
mentee_ca825889,Артём Морозов,junior,1,Backend,Python Developer,,,online,online,grpc; microservices; redis,0,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0
mentee_98c570e6,Григорий Попов,junior,1,Cybersecurity,Incident Response Analyst,ru,ru,offline,offline,burp suite; python,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_f9ed404f,Светлана Николаев,junior,1,Game Development,Technical Artist,ru+en,en|ru,,,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_b6e1992b,Дарья Козлов,junior,1,Product Analytics,Retention Analyst,en,en,offline,offline,google analytics; power bi,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_d62f688a,Вера Николаев,junior,1,Data Science,Data Scientist,,,,,pytorch; kafka,0,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0
mentee_b0468202,Ирина Макаров,junior,1,Backend,Systems Architect,en,en,online,online,,1,"0.6242,0.0178,0.0146,0.0912,0.061,0.0036,0.0225,0.0912,0.0412,0.0326",0
mentee_554383f0,Максим Морозов,junior,1,Backend,Backend Developer,,,,,,1,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0
mentee_7730b670,Полина Зайцев,senior,3,Game Development,Gameplay Programmer,ru,ru,online,online,python; unity; c#; unreal engine; physics simulation; game design; git; blender; opengl; lua,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_04a558f1,Ксения Соловьёв,middle,2,Frontend,Vue Developer,ru,ru,online,online,tailwind; angular; react; vite; typescript; graphql; html,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_37712757,Елена Николаев,junior,1,Frontend,Frontend Developer,ru+en,en|ru,online,online,figma; next.js; html; tailwind; aws,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0
mentee_e31eda5f,Егор Лебедев,junior,1,Backend,Systems Architect,ru+en,en|ru,hybrid,hybrid|offline|online,kafka; grpc; java; redis,0,"0.6242,0.0178,0.0146,0.0912,0.061,0.0036,0.0225,0.0912,0.0412,0.0326",0
mentee_28c62699,Тамара Волков,middle,2,DevOps,DevOps Engineer,,,,,jenkins; ansible; azure; linux,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0
mentee_4c7beb71,Антон Алексеев,junior,1,Backend,Python Developer,ru+en,en|ru,offline,offline,,1,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0
mentee_dd90d0cc,Ольга Захаров,middle,2,Mobile,Android Developer,ru+en,en|ru,online,online,react native; swift; rest api; flutter; xcode,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_4588df12,Надежда Волков,junior,1,Frontend,UI Developer,en,en,hybrid,hybrid|offline|online,,1,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_b0d8de91,Екатерина Павлов,junior,1,Cybersecurity,SOC Analyst,ru+en,en|ru,online,online,linux; owasp; jenkins,0,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0
mentee_6c9a5636,Денис Павлов,junior,1,Cybersecurity,Incident Response Analyst,,,,,,1,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_b6d76c33,Екатерина Степанов,middle,2,Blockchain,Solidity Developer,ru,ru,offline,offline,solidity; defi; hardhat; truffle; smart contracts,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_0190bae0,Сергей Васильев,middle,2,Frontend,UI Developer,ru+en,en|ru,online,online,css; vite; vue; typescript; react,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_099f2255,Кирилл Морозов,junior,1,Blockchain,Crypto Analyst,en,en,online,online,ethereum; solidity; ethers.js; hardhat; truffle; excel,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_846b7ae5,Дмитрий Васильев,junior,1,Cybersecurity,SOC Analyst,ru,ru,hybrid,hybrid|offline|online,cryptography; network security; python; owasp; wireshark; test planning,0,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0
mentee_aa59df42,Дмитрий Никитин,middle,2,Cybersecurity,Malware Analyst,ru,ru,online,online,,1,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0
