id,name,role,level,domain,profession,skills,language,format,experience_years,available,hours_per_week,boosted,boost_k
mentor_c0c8f9ae,Дмитрий Николаев,mentor,middle,Game Development,Unreal Engine Developer,lua; python; unity; unreal engine; c#; physics simulation; git; c++; opengl,,,5,True,8,False,0.0
mentor_910fc67d,Ирина Андреев,mentor,middle,Mobile,Swift Developer,git; android studio; ui/ux; objective-c; java; sql,ru,offline,5,True,2,False,0.0
mentor_0c49b0cc,Тимур Семёнов,mentor,senior,QA,QA Engineer,jira; api testing; sql; test planning; python; pytest; cypress,ru,hybrid,10,True,8,False,0.0
mentor_b631ee3b,Вера Волков,mentor,middle,Cybersecurity,Security Architect,penetration testing; linux; cryptography; nmap; metasploit; owasp; wireshark; siem; c#,en,online,2,True,6,False,0.0
mentor_a7a53d93,Татьяна Козлов,mentor,senior,Blockchain,Blockchain Developer,typescript; defi; hardhat; solidity; smart contracts; nft; web3.js; rust; truffle,en,,10,True,3,False,0.0
mentor_933f55ec,Арсений Васильев,mentor,middle,Backend,Backend Developer,java; kafka; redis; sql; node.js,en,offline,2,True,4,True,0.06
mentor_3fbcdc28,Денис Зайцев,mentor,middle,Product Analytics,Marketing Analyst,google analytics; statistics; excel; looker; a/b testing,ru,online,3,True,2,False,0.0
mentor_d925bab4,Вера Иванов,mentor,senior,Frontend,TypeScript Developer,html; css; webpack; angular; typescript; react; tailwind,en,online,12,True,1,False,0.0
mentor_ab56fdcf,Михаил Иванов,mentor,middle,Game Development,Unity Developer,physics simulation; opengl; game design; lua; blender; c++; unity; c#; git,ru,hybrid,6,True,5,False,0.0
mentor_e90188c7,Виктория Орлов,mentor,senior,DevOps,SRE,terraform; linux; helm; gcp; ansible; docker; bash; kubernetes; github actions; jenkins; aws,ru+en,hybrid,6,True,2,False,0.0
mentor_a2ad80ec,Надежда Николаев,mentor,middle,Mobile,Kotlin Developer,objective-c; swift; ui/ux; rest api; xcode,ru,online,5,True,8,False,0.0
mentor_14a93f3d,Кирилл Смирнов,mentor,senior,Product Analytics,Product Analyst,amplitude; mixpanel; statistics; a/b testing; looker; power bi; sql; excel; python,ru,online,10,True,1,False,0.0
mentor_938ee352,Анна Соколов,mentor,middle,Cybersecurity,Security Architect,penetration testing; nmap; siem; network security; linux; metasploit,ru,online,3,False,0,False,0.0
mentor_29db4157,Ольга Степанов,mentor,lead,Mobile,Flutter Developer,swift; kotlin; objective-c; rest api; firebase; xcode; flutter; java; android studio,ru,hybrid,13,True,3,True,0.18
mentor_9f2b1d03,Иван Макаров,mentor,middle,Backend,API Developer,java; postgresql; redis; node.js; mongodb,ru,online,4,True,1,False,0.0
mentor_b5acfd25,Валерия Соколов,mentor,middle,Game Development,Technical Artist,lua; opengl; c#; unreal engine; physics simulation; unity; python; javascript,ru,online,3,True,8,False,0.0
mentor_37575c28,Роман Лебедев,mentor,senior,Frontend,Web Developer,webpack; vue; react; figma; angular; css; javascript; tailwind; typescript,ru,hybrid,12,True,6,False,0.0
mentor_620158ec,Максим Михайлов,mentor,lead,Mobile,Android Developer,ui/ux; xcode; rest api; flutter; firebase; objective-c; android studio; react native; swift; kotlin; java; git,ru,online,18,True,6,False,0.0
mentor_feabc586,Кирилл Смирнов,mentor,lead,DevOps,Platform Engineer,azure; ansible; prometheus; helm; bash; aws; github actions; terraform; jenkins; gcp; docker,en,online,19,True,6,False,0.0
mentor_4ed166f8,Максим Макаров,mentor,senior,Mobile,Android Developer,ui/ux; objective-c; firebase; git; java; swift; rest api; android studio,ru+en,online,7,True,6,False,0.0
mentor_1fd598dd,Надежда Николаев,mentor,senior,Blockchain,Solidity Developer,web3.js; python; defi; ethereum; hardhat; nft; smart contracts; typescript; truffle; rust,ru+en,hybrid,7,True,8,False,0.0
mentor_da24c57b,Елена Иванов,mentor,middle,Mobile,iOS Developer,firebase; flutter; git; android studio; ui/ux; objective-c,ru,offline,6,True,2,False,0.0
mentor_f4e6eed0,Антон Степанов,mentor,senior,Blockchain,DeFi Developer,web3.js; ethers.js; typescript; hardhat; smart contracts; python; defi; truffle; ethereum; solidity; nft,ru,offline,5,True,6,False,0.0
mentor_54ed99d1,Ольга Морозов,mentor,senior,Mobile,Kotlin Developer,react native; swift; git; objective-c; ui/ux; rest api; firebase; kotlin; android studio; java,ru,hybrid,5,False,0,False,0.0
mentor_418aeebd,Ксения Андреев,mentor,middle,Data Science,Data Scientist,,en,offline,6,True,8,False,0.0
mentor_906cafd9,Сергей Петров,mentor,senior,Cybersecurity,Incident Response Analyst,network security; metasploit; python; penetration testing; wireshark; cryptography; burp suite; linux; siem; nmap,ru+en,online,9,True,6,False,0.0
mentor_5b925fd1,Григорий Смирнов,mentor,senior,Cybersecurity,Incident Response Analyst,python; penetration testing; siem; burp suite; owasp; cryptography; linux; wireshark; nmap; kafka,en,online,12,True,3,False,0.0
mentor_9ef5dfe0,Татьяна Попов,mentor,lead,Game Development,Game Designer,,,online,12,True,2,False,0.0
mentor_fa13a48c,Анна Петров,mentor,lead,Frontend,Angular Developer,,,,20,True,6,False,0.0
mentor_c512bc1a,Мария Кузнецов,mentor,senior,Cybersecurity,Security Architect,,ru,online,8,True,1,False,0.0
mentor_e96e5a84,Владимир Егоров,mentor,senior,Product Analytics,Growth Analyst,looker; tableau; google analytics; power bi; mixpanel; excel; sql; python; amplitude; statistics; a/b testing,ru,online,8,True,1,False,0.0
mentor_090dc68e,Артём Николаев,mentor,senior,Blockchain,Solidity Developer,truffle; web3.js; nft; solidity; ethereum; hardhat; ethers.js; python; defi; smart contracts; typescript,en,online,5,True,3,False,0.0
mentor_b0efe6a5,Алина Андреев,mentor,middle,Cybersecurity,AppSec Engineer,owasp; network security; burp suite; python; nmap; metasploit; looker,en,offline,6,False,0,False,0.0
mentor_b983c515,Наталья Павлов,mentor,senior,Frontend,Frontend Developer,html; figma; tailwind; react; graphql; next.js; vite; angular; typescript; webpack; javascript; vue,ru+en,online,7,True,2,False,0.0
mentor_c0344192,Алексей Никитин,mentor,senior,Mobile,Mobile Architect,git; swift; rest api; ui/ux; flutter; kotlin; java; android studio; objective-c; firebase,ru+en,online,9,True,4,False,0.0
mentor_1e846c00,Владимир Волков,mentor,senior,Cybersecurity,SOC Analyst,linux; nmap; cryptography; siem; burp suite; network security; python; metasploit; wireshark; owasp; penetration testing,ru,hybrid,8,True,8,True,0.14
mentor_98af95b1,Елена Андреев,mentor,senior,Blockchain,DeFi Developer,typescript; rust; nft; solidity; web3.js; defi; smart contracts; ethers.js; kotlin,en,hybrid,9,True,8,True,0.17
mentor_8b21cccc,Анна Орлов,mentor,lead,Product Analytics,CRM Analyst,amplitude; tableau; a/b testing; excel; looker; power bi; python; statistics; google analytics; java,ru+en,hybrid,14,True,2,False,0.0
mentor_78e83176,Михаил Семёнов,mentor,senior,DevOps,Infrastructure Engineer,kubernetes; bash; grafana; ansible; helm; aws; gcp,ru+en,online,7,True,6,False,0.0
mentor_d7db42e7,Юлия Захаров,mentor,senior,DevOps,DevOps Engineer,kubernetes; gcp; docker; github actions; azure; prometheus; ansible; linux; grafana; aws; terraform,ru,online,11,True,5,False,0.0
mentor_bc3a73b4,Надежда Егоров,mentor,senior,Game Development,Game Designer,,,offline,7,True,1,True,0.06
mentor_69a5c201,Тимур Захаров,mentor,lead,DevOps,CI/CD Engineer,,,,10,False,0,False,0.0
mentor_d0ad4ceb,Александр Семёнов,mentor,senior,Cybersecurity,Malware Analyst,python; wireshark; nmap; metasploit; siem; burp suite; penetration testing; owasp; cryptography; linux; ethers.js,en,online,11,True,3,False,0.0
mentor_38abde19,Мария Смирнов,mentor,lead,Blockchain,Web3 Engineer,python; solidity; hardhat; nft; smart contracts; web3.js; ethereum; rust; truffle,ru,online,10,False,0,False,0.0
mentor_3ad4c73c,Татьяна Семёнов,mentor,middle,DevOps,DevOps Engineer,jenkins; docker; bash; prometheus; kubernetes; helm; terraform; linux,ru,,2,True,1,False,0.0
mentor_86d948b0,Павел Иванов,mentor,middle,DevOps,SRE,,ru+en,hybrid,2,True,5,False,0.0
mentor_b433ca20,Алексей Никитин,mentor,middle,Product Analytics,CRM Analyst,power bi; tableau; google analytics; looker; amplitude; statistics; a/b testing,ru,online,3,True,8,False,0.0
mentor_be849034,Валерия Иванов,mentor,middle,Backend,Software Engineer,go; postgresql; kubernetes; node.js; kafka; grpc; mongodb; docker,en,online,5,True,1,False,0.0
mentor_af5ceb16,Михаил Зайцев,mentor,lead,Mobile,Android Developer,git; ui/ux; objective-c; xcode; swift; android studio; rest api; java; flutter; firebase,ru+en,,18,True,8,False,0.0
mentor_c0654e98,Людмила Фёдоров,mentor,senior,Game Development,Game Designer,physics simulation; unreal engine; lua; python; opengl; game design; c#; git; blender; sql,ru,offline,8,False,0,False,0.0
mentor_898fdac4,Тимур Соколов,mentor,senior,Backend,Backend Developer,kubernetes; kafka; node.js; redis; microservices; docker; python; mongodb; sql; grpc,,online,8,True,1,False,0.0
mentor_fa04bd5a,Елена Новиков,mentor,middle,Backend,Software Engineer,,ru,online,3,False,0,False,0.0
mentor_50dc23b5,Андрей Морозов,mentor,lead,Frontend,TypeScript Developer,css; tailwind; webpack; figma; html; next.js; javascript; graphql; typescript; angular; react; vue; kubernetes,ru,online,10,False,0,False,0.0
mentor_88cbe87c,Денис Павлов,mentor,lead,DevOps,Platform Engineer,grafana; gcp; bash; helm; aws; kubernetes; terraform; ansible; linux; prometheus; docker; azure,ru,offline,14,True,8,False,0.0
mentor_2263c6ac,Татьяна Лебедев,mentor,lead,Data Science,Data Scientist,,ru,online,18,True,4,True,0.17
mentor_6d872300,Ксения Новиков,mentor,senior,QA,QA Engineer,pytest; test planning; python; git; jmeter; cypress; api testing; jira; allure; java,,,5,False,0,False,0.0
mentor_6fd06260,Вера Егоров,mentor,senior,QA,QA Engineer,sql; selenium; jira; pytest; postman; cypress; python; test planning,ru,hybrid,5,True,2,False,0.0
mentor_d3de7cc9,Михаил Николаев,mentor,lead,Frontend,React Developer,javascript; typescript; webpack; tailwind; html; css; angular; vite; react; figma; next.js; graphql,ru,offline,19,True,4,False,0.0
mentor_9b3f0b09,Екатерина Морозов,mentor,middle,DevOps,Cloud Engineer,terraform; prometheus; azure; jenkins; ansible; aws; github actions; linux; bash,en,hybrid,2,True,4,True,0.18
mentor_f160e598,Мария Кузнецов,mentor,senior,Cybersecurity,SOC Analyst,python; linux; metasploit; burp suite; network security; cryptography; nmap; penetration testing; wireshark; owasp,ru,online,8,True,8,False,0.0
mentor_d2537e64,Сергей Кузнецов,mentor,middle,Product Analytics,CRM Analyst,,,online,6,True,4,False,0.0
mentor_c34d54ac,Никита Николаев,mentor,middle,Product Analytics,CRM Analyst,statistics; tableau; excel; mixpanel; amplitude; power bi,ru,online,6,False,0,True,0.13
mentor_f496f8e8,Виктория Егоров,mentor,senior,Cybersecurity,Incident Response Analyst,,,,9,True,5,False,0.0
mentor_ed51b281,Алексей Соловьёв,mentor,middle,QA,Test Automation Engineer,,,online,5,False,0,False,0.0
mentor_6c01f952,Егор Егоров,mentor,middle,Mobile,Swift Developer,flutter; java; git; react native; firebase; swift; sql,ru,offline,2,True,1,False,0.0
mentor_95443121,Виктория Петров,mentor,middle,Product Analytics,A/B Test Specialist,looker; tableau; power bi; google analytics; mixpanel; excel; python; a/b testing,en,online,3,True,2,False,0.0
mentor_1b237a85,Полина Андреев,mentor,middle,Product Analytics,Marketing Analyst,,,hybrid,4,True,4,False,0.0
mentor_51fe9e9a,Полина Иванов,mentor,middle,Game Development,Gameplay Programmer,,ru+en,offline,2,True,2,False,0.0
mentor_c3faef60,Денис Павлов,mentor,middle,Data Science,Research Scientist,pytorch; R; docker; spark; statistics,ru,offline,5,True,3,False,0.0
mentor_51190eae,Никита Попов,mentor,senior,Frontend,Web Developer,figma; graphql; vue; vite; css; next.js; react; tailwind; typescript; angular; javascript; python,en,online,6,False,0,False,0.0
mentor_34d86b9e,Елена Новиков,mentor,senior,Mobile,iOS Developer,firebase; objective-c; swift; kotlin; ui/ux; rest api; react native; git; xcode; flutter; java; cryptography,en,online,8,False,0,False,0.0
mentor_69637d2d,Владимир Соколов,mentor,senior,Game Development,Gameplay Programmer,unreal engine; c#; opengl; physics simulation; lua; game design; c++; unity,ru+en,online,8,False,0,False,0.0
mentor_8c9ab443,Арсений Степанов,mentor,middle,Cybersecurity,Incident Response Analyst,cryptography; python; nmap; burp suite; wireshark; penetration testing,ru,online,2,True,1,False,0.0
mentor_46036327,Тимур Волков,mentor,middle,Cybersecurity,Security Engineer,network security; nmap; linux; wireshark; metasploit; burp suite; cryptography; java,en,,4,True,3,False,0.0
mentor_50a9ee5e,Арсений Николаев,mentor,senior,Product Analytics,CRM Analyst,looker; python; a/b testing; excel; google analytics; statistics; mixpanel; tableau; power bi; sql,ru,online,7,True,3,False,0.0
mentor_fa332655,Ксения Васильев,mentor,middle,Mobile,Android Developer,git; react native; java; ui/ux; xcode,ru+en,,3,False,0,False,0.0
mentor_6cd62570,Павел Николаев,mentor,middle,Data Science,Computer Vision Engineer,mlflow; tensorflow; python; sql; kafka,ru,online,3,False,0,False,0.0
mentor_952f6d59,Егор Степанов,mentor,middle,Mobile,Flutter Developer,react native; git; xcode; kotlin; firebase; objective-c; smart contracts,en,offline,5,True,6,False,0.0
mentor_4d8ebd14,Надежда Орлов,mentor,middle,Mobile,Swift Developer,android studio; objective-c; react native; git; xcode; ui/ux; kotlin; firebase,ru,online,3,True,6,False,0.0
mentor_7170c09b,Екатерина Соловьёв,mentor,senior,Backend,Software Engineer,grpc; rest api; mongodb; docker; redis; postgresql; python; go; microservices,ru+en,online,8,True,8,False,0.0
mentor_72037369,Алина Никитин,mentor,lead,Product Analytics,Growth Analyst,mixpanel; tableau; looker; sql; google analytics; amplitude; excel; python; a/b testing; power bi; statistics; smart contracts,en,online,17,True,5,True,0.07
mentor_688fc767,Кирилл Андреев,mentor,senior,Blockchain,Blockchain Developer,python; defi; smart contracts; solidity; rust; web3.js; ethers.js; ethereum,ru+en,online,10,True,1,False,0.0
